name,year,author,word1,freq1,word2,freq2,word3,freq3
"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2002,Skippie Marthen,elementum,53,ut,120,suscipit,74
Cras in purus eu magna vulputate luctus.,1993,Burk Egginton,felis,56,sociis,43,elementum,80
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1995,Tomasine Vagges,lacinia,93,habitasse,120,vel,84
Maecenas ut massa quis augue luctus tincidunt.,2003,Riccardo Gadaud,varius,84,neque,43,est,89
Quisque id justo sit amet sapien dignissim vestibulum.,2008,Hortense Palmby,eget,42,nisl,67,congue,84
Morbi non quam nec dui luctus rutrum.,2010,Michell Concannon,lorem,84,lorem,43,lacus,80
Nam dui.,1994,Menard Reast,eu,76,id,43,at,92
Duis consequat dui nec nisi volutpat eleifend.,2008,Magdalen Pipe,fermentum,29,eu,67,pede,129
Pellentesque at nulla.,2010,Casandra Cadany,risus,53,mi,120,duis,19
"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2006,Connie Harbertson,mauris,76,odio,73,cursus,89
Mauris lacinia sapien quis libero.,1992,Madelyn McKain,interdum,12,sit,67,nascetur,80
In hac habitasse platea dictumst.,2003,Estell Pinder,in,42,nibh,67,erat,10
"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",2009,Allene Rainbird,tempus,23,odio,67,erat,74
Proin interdum mauris non ligula pellentesque ultrices.,1993,Helenka McLaverty,rhoncus,93,in,53,volutpat,74
Maecenas pulvinar lobortis est.,1994,Inglebert Ghidelli,at,42,maecenas,67,tristique,18
Curabitur convallis.,2008,Denver Outram,et,56,pede,59,semper,92
Quisque porta volutpat erat.,1987,Rayner Tompion,eget,29,faucibus,65,cubilia,10
Sed sagittis.,1987,Freddy Camillo,morbi,29,vitae,65,ante,74
Morbi quis tortor id nulla ultrices aliquet.,1997,Lovell Whatling,quis,23,diam,89,penatibus,129
"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1989,Kara Winser,ut,53,ut,59,adipiscing,129
"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2007,Adaline Fulkes,sed,93,integer,59,nisl,89
"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",1991,Francyne Breming,sit,56,vulputate,43,lacinia,80
"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",2009,Efrem Hackelton,tincidunt,76,nibh,43,vestibulum,92
Aliquam quis turpis eget elit sodales scelerisque.,1963,Hilda Miskin,sapien,23,et,53,at,18
Pellentesque viverra pede ac diam.,2000,Arin Braunter,habitasse,23,libero,65,pellentesque,129
Sed sagittis.,2004,Bili Dursley,semper,93,vivamus,120,aliquam,10
In blandit ultrices enim.,1999,Trudy Lindstrom,vivamus,56,viverra,19,tortor,129
Maecenas tincidunt lacus at velit.,2006,Purcell Silverthorne,adipiscing,12,vitae,73,posuere,129
Suspendisse potenti.,2009,Rachael Stannard,cum,53,enim,19,ut,129
In hac habitasse platea dictumst.,2006,Jedidiah Scalia,porta,29,porttitor,89,quis,92
Sed vel enim sit amet nunc viverra dapibus.,2009,Humberto Cowmeadow,libero,84,convallis,89,velit,92
Vivamus vel nulla eget eros elementum pellentesque.,2005,Querida Borge,diam,12,et,67,accumsan,10
Duis aliquam convallis nunc.,1995,Marc Johnsson,sem,23,pellentesque,120,erat,129
Nulla ac enim.,2001,Thorvald Mault,cursus,56,suscipit,43,turpis,18
Nam dui.,2003,Emily Micklewright,orci,23,vestibulum,19,justo,10
Suspendisse potenti.,1991,Roby McNutt,lectus,98,morbi,43,morbi,90
"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",1992,Emmi Isakson,sapien,84,blandit,67,consequat,89
Etiam pretium iaculis justo.,2001,Brandais Sturton,mus,98,erat,43,quisque,90
"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2008,Jens Madeley,natoque,12,suscipit,53,nunc,89
Integer ac leo.,1988,Joline Erlam,libero,53,quam,65,in,19
Pellentesque eget nunc.,1989,Beth Flintoft,commodo,23,habitasse,65,congue,18
Donec vitae nisi.,2010,Donny Corwood,rhoncus,56,proin,65,aliquam,129
Curabitur in libero ut massa volutpat convallis.,2009,Alyson Swainsbury,platea,12,ultrices,73,vel,19
Donec semper sapien a libero.,2003,Franny Hatfull,nisl,76,mauris,67,eu,10
"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2000,Towny Jeger,ac,56,adipiscing,59,amet,19
Proin eu mi.,1989,Margit Scinelli,maecenas,93,tristique,120,hac,92
Duis aliquam convallis nunc.,2007,Kasper McHarry,mi,84,tincidunt,43,eleifend,90
Sed sagittis.,1992,Tabby Diaper,ultrices,84,donec,67,eu,10
Praesent id massa id nisl venenatis lacinia.,2005,Rivy Tarbox,lorem,76,tortor,43,luctus,129
"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",2003,Marty Temlett,aenean,23,nulla,120,nec,10
Pellentesque ultrices mattis odio.,1999,Birgitta O'Griffin,elementum,93,ligula,53,consequat,18
Quisque ut erat.,1999,Bond Wadhams,nisi,98,ultrices,73,justo,19
Mauris ullamcorper purus sit amet nulla.,2009,Dietrich Zaczek,aliquam,12,nulla,19,eu,90
Nunc nisl.,1991,Ambur Grace,cubilia,93,sagittis,59,erat,74
Curabitur at ipsum ac tellus semper interdum.,2003,Concordia Medhurst,mauris,56,eu,73,quisque,74
Duis consequat dui nec nisi volutpat eleifend.,1984,Lois Shore,dapibus,98,quis,53,nec,84
Suspendisse potenti.,2008,Estevan Patinkin,donec,12,sem,120,eleifend,80
Nulla mollis molestie lorem.,1992,Cosmo Gabler,phasellus,56,ipsum,73,blandit,10
Fusce consequat.,2006,Bev Waggett,justo,42,consequat,59,ut,90
Integer ac leo.,2006,Blondie Havill,ligula,42,vestibulum,89,vestibulum,10
Pellentesque eget nunc.,2011,Carleen Whines,sed,98,libero,89,aenean,74
Nam tristique tortor eu pede.,1997,Corie Strelitz,curae,76,dictumst,120,congue,80
Donec dapibus.,2008,Silvie Humphris,nibh,42,vitae,43,metus,10
Quisque porta volutpat erat.,2011,Susy Padwick,vel,56,vestibulum,65,nulla,18
Nulla suscipit ligula in lacus.,1989,Amii Cloy,vulputate,53,eleifend,67,non,129
In hac habitasse platea dictumst.,1993,Carola Cicconetti,aliquet,56,id,89,orci,19
Donec dapibus.,1960,Rafaelita Fisk,ante,29,vel,67,habitasse,10
Aenean auctor gravida sem.,2004,Bunny Hauxwell,nunc,56,molestie,89,scelerisque,74
Proin interdum mauris non ligula pellentesque ultrices.,2010,Marty Cortnay,orci,53,in,65,ut,19
Sed ante.,1992,Anselm Bastiman,elementum,76,posuere,19,luctus,18
"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2011,Katy Selvester,erat,23,odio,120,justo,90
Etiam pretium iaculis justo.,1994,Zena Peascod,iaculis,93,velit,67,ligula,10
In hac habitasse platea dictumst.,1993,Mariana Stratley,magna,23,tortor,59,elit,18
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,2008,Valentino Hutcheson,vel,98,blandit,67,consequat,84
Integer ac neque.,1999,Randi Giacomello,at,98,elementum,73,nunc,10
"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",2007,Erik Fitzhenry,mattis,12,ultrices,19,semper,80
Duis bibendum.,1995,Gerry Girdwood,faucibus,42,suspendisse,67,est,92
"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1995,Beulah Dabbes,a,84,leo,89,libero,10
"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2006,Cathyleen Harroll,proin,98,lectus,19,vehicula,18
Integer non velit.,2004,Oralle Sandyford,bibendum,23,non,53,ultrices,90
"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",1998,Agneta McVee,tincidunt,23,nam,59,dolor,129
Aenean sit amet justo.,1995,Cassy Baunton,blandit,98,pulvinar,67,augue,18
Etiam justo.,2002,Vivyan Espadas,sit,93,euismod,59,nulla,19
Maecenas tincidunt lacus at velit.,1988,Darda Slyme,iaculis,93,vestibulum,67,vitae,129
"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2007,Jay Blasl,erat,53,nulla,89,natoque,10
Nunc purus.,2008,Gannie Daubney,in,12,sit,89,quis,90
Morbi non lectus.,2001,Freddy Sigge,massa,29,sit,19,pretium,84
Donec semper sapien a libero.,2008,Jemmy Wallbutton,lacinia,76,sed,43,hac,10
"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1994,Nicoli Hedworth,hac,53,eget,19,id,10
Duis at velit eu est congue elementum.,2002,Norbert Mathivet,ut,56,est,67,id,80
Donec posuere metus vitae ipsum.,1981,Orrin Patience,ut,53,sapien,53,nullam,90
Nulla ac enim.,1995,Rochella Doleman,at,53,vel,19,commodo,10
Morbi vel lectus in quam fringilla rhoncus.,2004,Robena Wisam,volutpat,84,vitae,67,sollicitudin,74
"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2009,Leah Dine-Hart,ultrices,93,at,53,congue,90
Nullam porttitor lacus at turpis.,2002,Christel Pennell,tempor,42,natoque,43,non,80
Cras non velit nec nisi vulputate nonummy.,1994,Linnie Lord,nec,98,platea,19,pede,19
Suspendisse potenti.,2004,Mort MacDonogh,arcu,84,iaculis,73,condimentum,129
Nulla ut erat id mauris vulputate elementum.,2002,Celisse Edlin,sed,56,interdum,67,quam,80
Morbi non lectus.,2006,Barbra Paine,justo,12,diam,67,tempus,10
Nullam molestie nibh in lectus.,2000,Emery Kubalek,pretium,98,eu,43,mattis,19
Vivamus vestibulum sagittis sapien.,1994,Nikolai Sconce,orci,12,felis,89,congue,18
Duis ac nibh.,2002,Giselle Twomey,nunc,84,nulla,43,vel,89
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,2008,Garfield Wardale,posuere,56,in,89,suspendisse,10
"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2005,Georas Cristol,et,53,congue,65,porta,90
Sed sagittis.,1964,Sarina Larkcum,integer,23,velit,67,tempor,19
Nullam molestie nibh in lectus.,2004,Goraud Dicker,sit,12,elit,89,posuere,84
Suspendisse ornare consequat lectus.,1965,Aube Mulqueeny,in,93,est,19,posuere,90
Proin eu mi.,2001,Corbett Humber,suspendisse,53,odio,89,a,10
Quisque porta volutpat erat.,1997,Jim Somner,pretium,23,praesent,43,sit,129
"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",2011,Farly Frenzl,eget,56,quisque,67,in,90
"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1998,Web Pauleau,mi,23,volutpat,120,sapien,74
Pellentesque eget nunc.,1999,Pavel Itscovitz,eu,29,luctus,89,vitae,10
Aenean fermentum.,2001,Alberta Punton,faucibus,93,quisque,53,suscipit,89
Maecenas tincidunt lacus at velit.,1993,Flo Hammer,quis,76,in,89,est,10
"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",1991,Hermine De la Eglise,in,93,semper,19,nisi,19
Nullam varius.,2001,Wilie Beteriss,posuere,56,dui,19,consequat,92
Fusce posuere felis sed lacus.,1993,Nolan Fawdery,quis,93,proin,120,est,90
Duis at velit eu est congue elementum.,1996,Carl Thickens,nulla,98,ac,19,lorem,92
Aenean sit amet justo.,2003,Sanderson Talloe,mi,56,eleifend,67,mattis,74
Integer ac neque.,2005,Amy Robardet,enim,42,dolor,19,sapien,18
Morbi non quam nec dui luctus rutrum.,2008,Bernadene Plewman,et,42,ipsum,53,ullamcorper,84
Duis bibendum.,2007,Arvy Postan,luctus,98,ante,120,nam,19
Aliquam sit amet diam in magna bibendum imperdiet.,2008,Ebba Lydden,velit,12,ante,43,ornare,89
"In est risus, auctor sed, tristique in, tempus sit amet, sem.",1998,Avivah Jekyll,vel,53,blandit,19,metus,80
Morbi vel lectus in quam fringilla rhoncus.,1987,Hetti Cartan,id,53,ac,89,etiam,10
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2008,Jack Wardhough,mauris,84,blandit,53,turpis,90
"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",1966,Mariele Whitley,in,23,eu,65,sagittis,74
"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2011,Dennie Ruxton,dapibus,98,maecenas,67,ut,92
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1968,Starlene Puttergill,odio,42,in,19,id,84
Proin interdum mauris non ligula pellentesque ultrices.,1999,Adi Lovie,at,84,a,59,in,74
"In est risus, auctor sed, tristique in, tempus sit amet, sem.",2009,Nicolette Jowers,quam,76,justo,19,lacus,90
Duis ac nibh.,1993,Harrie Cresswell,hac,29,etiam,65,augue,18
Pellentesque at nulla.,1997,Paxton MacPhee,accumsan,23,augue,73,in,84
Aenean auctor gravida sem.,2004,Thaxter Romanini,sem,76,ipsum,120,consequat,129
"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2008,Teri Franzman,penatibus,98,quam,67,cubilia,90
Morbi porttitor lorem id ligula.,2013,Robenia Inchley,cras,98,lectus,59,felis,18
Morbi vel lectus in quam fringilla rhoncus.,2011,Brandise Cavill,vel,84,quam,73,ultrices,129
Phasellus sit amet erat.,2003,Merl Bamforth,sit,93,sapien,19,eleifend,10
Suspendisse potenti.,1990,Joya MacGillicuddy,posuere,84,tortor,53,in,18
Fusce consequat.,1993,Cornelius Bonsey,dapibus,12,maecenas,19,lacinia,90
"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2013,Dedra Vedeniktov,id,56,tincidunt,65,ac,84
Integer a nibh.,1998,Griffith Kelberman,quisque,76,convallis,59,blandit,129
Morbi non lectus.,1985,Johny Conti,ut,42,ut,89,nullam,10
In eleifend quam a odio.,1999,Menard Tranfield,massa,56,semper,120,vestibulum,74
Aenean sit amet justo.,2008,Cleopatra Tasseler,libero,56,dolor,120,eget,90
Vivamus vestibulum sagittis sapien.,1996,Bibbye Maylott,accumsan,98,ac,53,orci,90
Vivamus tortor.,2006,Rycca Bingham,nisl,98,ut,120,mauris,84
Duis mattis egestas metus.,2004,Thacher Lansdown,nam,42,ipsum,43,nulla,19
Mauris lacinia sapien quis libero.,2002,Krystalle O'Lunney,ipsum,76,vulputate,19,odio,80
Morbi quis tortor id nulla ultrices aliquet.,1984,Bea Ivie,nulla,12,magna,65,interdum,92
Sed sagittis.,2008,Mathian Gibby,amet,12,massa,43,est,129
Nunc purus.,2006,Lottie Yarham,sapien,56,erat,67,leo,90
Ut tellus.,1995,Berkie McIlmurray,lorem,56,nam,19,vel,89
